,Key,Title,Description
13845,BU00370107,Dideldom,Buurt 'Dideldom' (BU00370107) is een buurt in wijk 'Stadskanaal' in de gemeente 'Stadskanaal'.
13846,BU00370108,Parkwijk,Buurt 'Parkwijk' (BU00370108) is een buurt in wijk 'Stadskanaal' in de gemeente 'Stadskanaal'.
13847,BU00370109,Stadskanaal Noord Landskant,Buurt 'Stadskanaal Noord Landskant' (BU00370109) is een buurt in wijk 'Stadskanaal' in de gemeente 'Stadskanaal'.
13848,BU00370110,Stadskanaal Noord Centrum,Buurt 'Stadskanaal Noord Centrum' (BU00370110) is een buurt in wijk 'Stadskanaal' in de gemeente 'Stadskanaal'.
13849,BU00370111,Stadskanaal Noord,Buurt 'Stadskanaal Noord' (BU00370111) is een buurt in wijk 'Stadskanaal' in de gemeente 'Stadskanaal'.
13850,BU00370112,Waterland,Buurt 'Waterland' (BU00370112) is een buurt in wijk 'Stadskanaal' in de gemeente 'Stadskanaal'.
13851,WK003702  ,Musselkanaal,Wijk 'Musselkanaal' (WK003702) is een wijk in de gemeente 'Stadskanaal'.
13852,BU00370200,Musselkanaal Centrum,Buurt 'Musselkanaal Centrum' (BU00370200) is een buurt in wijk 'Musselkanaal' in de gemeente 'Stadskanaal'.
13853,BU00370201,Musselkanaal Zuid,Buurt 'Musselkanaal Zuid' (BU00370201) is een buurt in wijk 'Musselkanaal' in de gemeente 'Stadskanaal'.
13854,BU00370202,Musselkanaal Noord,Buurt 'Musselkanaal Noord' (BU00370202) is een buurt in wijk 'Musselkanaal' in de gemeente 'Stadskanaal'.
13855,BU00370203,Ceresdorp,Buurt 'Ceresdorp' (BU00370203) is een buurt in wijk 'Musselkanaal' in de gemeente 'Stadskanaal'.
13856,WK003703  ,Onstwedde,Wijk 'Onstwedde' (WK003703) is een wijk in de gemeente 'Stadskanaal'.
13857,BU00370300,Onstwedde,Buurt 'Onstwedde' (BU00370300) is een buurt in wijk 'Onstwedde' in de gemeente 'Stadskanaal'.
13858,BU00370301,Holte,Buurt 'Holte' (BU00370301) is een buurt in wijk 'Onstwedde' in de gemeente 'Stadskanaal'.
13859,BU00370308,Onstwedde Buitengebied Noord,Buurt 'Onstwedde Buitengebied Noord' (BU00370308) is een buurt in wijk 'Onstwedde' in de gemeente 'Stadskanaal'.
13860,BU00370309,Onstwedde Buitengebied Zuid,Buurt 'Onstwedde Buitengebied Zuid' (BU00370309) is een buurt in wijk 'Onstwedde' in de gemeente 'Stadskanaal'.
13861,WK003704  ,Mussel,Wijk 'Mussel' (WK003704) is een wijk in de gemeente 'Stadskanaal'.
13862,BU00370400,Mussel,Buurt 'Mussel' (BU00370400) is een buurt in wijk 'Mussel' in de gemeente 'Stadskanaal'.
13863,BU00370401,Kopstukken,Buurt 'Kopstukken' (BU00370401) is een buurt in wijk 'Mussel' in de gemeente 'Stadskanaal'.
13864,BU00370402,Vledderveen,Buurt 'Vledderveen' (BU00370402) is een buurt in wijk 'Mussel' in de gemeente 'Stadskanaal'.
13865,BU00370409,Mussel Buitengebied,Buurt 'Mussel Buitengebied' (BU00370409) is een buurt in wijk 'Mussel' in de gemeente 'Stadskanaal'.
13866,WK003705  ,Alteveer,Wijk 'Alteveer' (WK003705) is een wijk in de gemeente 'Stadskanaal'.
13867,BU00370500,Alteveer,Buurt 'Alteveer' (BU00370500) is een buurt in wijk 'Alteveer' in de gemeente 'Stadskanaal'.
13868,BU00370509,Alteveer Buitengebied,Buurt 'Alteveer Buitengebied' (BU00370509) is een buurt in wijk 'Alteveer' in de gemeente 'Stadskanaal'.
13869,GM0180    ,Staphorst,Gemeente 'Staphorst' (GM0180)
13870,WK018000  ,Wijk 00 Staphorst (kern),Wijk 'Wijk 00 Staphorst (kern)' (WK018000) is een wijk in de gemeente 'Staphorst'.
13871,BU01800000,Staphorst plan-Oost,Buurt 'Staphorst plan-Oost' (BU01800000) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13872,BU01800001,Staphorst plan-West,Buurt 'Staphorst plan-West' (BU01800001) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13873,BU01800002,Staphorst streek-West,Buurt 'Staphorst streek-West' (BU01800002) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13874,BU01800003,Staphorst streek-Oost,Buurt 'Staphorst streek-Oost' (BU01800003) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13875,BU01800004,Industrieterrein Staphorst,Buurt 'Industrieterrein Staphorst' (BU01800004) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13876,BU01800005,Staphorst-Zuid,Buurt 'Staphorst-Zuid' (BU01800005) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13877,BU01800006,Staphorst-Noord,Buurt 'Staphorst-Noord' (BU01800006) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13878,BU01800007,De Slagen,Buurt 'De Slagen' (BU01800007) is een buurt in wijk 'Wijk 00 Staphorst (kern)' in de gemeente 'Staphorst'.
13879,WK018001  ,Wijk 01 Rouveen (kern),Wijk 'Wijk 01 Rouveen (kern)' (WK018001) is een wijk in de gemeente 'Staphorst'.
13880,BU01800100,Rouveen kern,Buurt 'Rouveen kern' (BU01800100) is een buurt in wijk 'Wijk 01 Rouveen (kern)' in de gemeente 'Staphorst'.
13881,BU01800101,Rouveen Streek-Zuid,Buurt 'Rouveen Streek-Zuid' (BU01800101) is een buurt in wijk 'Wijk 01 Rouveen (kern)' in de gemeente 'Staphorst'.
13882,BU01800102,Rouveen Streek-Noord,Buurt 'Rouveen Streek-Noord' (BU01800102) is een buurt in wijk 'Wijk 01 Rouveen (kern)' in de gemeente 'Staphorst'.
13883,WK018002  ,Wijk 02 Rouveen (buitengebied),Wijk 'Wijk 02 Rouveen (buitengebied)' (WK018002) is een wijk in de gemeente 'Staphorst'.
13884,BU01800206,Verspreide huizen Dedemsvaart,Buurt 'Verspreide huizen Dedemsvaart' (BU01800206) is een buurt in wijk 'Wijk 02 Rouveen (buitengebied)' in de gemeente 'Staphorst'.
13885,BU01800207,Verspr.h. Bisschops- en Munnikenslag,Buurt 'Verspreide huizen Bisschops- en Munnikenslag' (BU01800207) is een buurt in wijk 'Wijk 02 Rouveen (buitengebied)' in de gemeente 'Staphorst'.
13886,BU01800208,Verspreide huizen Geerenland,Buurt 'Verspreide huizen Geerenland' (BU01800208) is een buurt in wijk 'Wijk 02 Rouveen (buitengebied)' in de gemeente 'Staphorst'.
13887,BU01800209,Verspreide huizen Oldmaten,Buurt 'Verspreide huizen Oldmaten' (BU01800209) is een buurt in wijk 'Wijk 02 Rouveen (buitengebied)' in de gemeente 'Staphorst'.
13888,WK018003  ,Wijk 03 Staphorst (buitengebied),Wijk 'Wijk 03 Staphorst (buitengebied)' (WK018003) is een wijk in de gemeente 'Staphorst'.
13889,BU01800305,Verspreide huizen Lankhorst,Buurt 'Verspreide huizen Lankhorst' (BU01800305) is een buurt in wijk 'Wijk 03 Staphorst (buitengebied)' in de gemeente 'Staphorst'.
13890,BU01800306,Verspreide huizen Leyen,Buurt 'Verspreide huizen Leyen' (BU01800306) is een buurt in wijk 'Wijk 03 Staphorst (buitengebied)' in de gemeente 'Staphorst'.
13891,BU01800307,Verspr.h. Berger Achthoven en omgeving,Buurt 'Verspreide huizen Berger Achthoven en omgeving' (BU01800307) is een buurt in wijk 'Wijk 03 Staphorst (buitengebied)' in de gemeente 'Staphorst'.
13892,BU01800308,Verspreide huizen Heidehoogten,Buurt 'Verspreide huizen Heidehoogten' (BU01800308) is een buurt in wijk 'Wijk 03 Staphorst (buitengebied)' in de gemeente 'Staphorst'.
13893,BU01800309,Verspr.h. Rechterensweg en omgeving,Buurt 'Verspreide huizen Rechterensweg en omgeving' (BU01800309) is een buurt in wijk 'Wijk 03 Staphorst (buitengebied)' in de gemeente 'Staphorst'.
13894,WK018004  ,Wijk 04 IJhorst,Wijk 'Wijk 04 IJhorst' (WK018004) is een wijk in de gemeente 'Staphorst'.
13895,BU01800400,IJhorst,Buurt 'IJhorst' (BU01800400) is een buurt in wijk 'Wijk 04 IJhorst' in de gemeente 'Staphorst'.
13896,BU01800409,Verspreide huizen IJhorst,Buurt 'Verspreide huizen IJhorst' (BU01800409) is een buurt in wijk 'Wijk 04 IJhorst' in de gemeente 'Staphorst'.
13897,WK018005  ,Wijk 05 Punthorst,Wijk 'Wijk 05 Punthorst' (WK018005) is een wijk in de gemeente 'Staphorst'.
13898,BU01800509,Verspreide huizen Punthorst,Buurt 'Verspreide huizen Punthorst' (BU01800509) is een buurt in wijk 'Wijk 05 Punthorst' in de gemeente 'Staphorst'.
13899,WK018006  ,Wijk 06 Lankhorst,Wijk 'Wijk 06 Lankhorst' (WK018006) is een wijk in de gemeente 'Staphorst'.
13900,BU01800609,Verspreide huizen Lankhorst,Buurt 'Verspreide huizen Lankhorst' (BU01800609) is een buurt in wijk 'Wijk 06 Lankhorst' in de gemeente 'Staphorst'.
13901,WK018007  ,Wijk 07 Klooster,Wijk 'Wijk 07 Klooster' (WK018007) is een wijk in de gemeente 'Staphorst'.
13902,BU01800709,Verspr.h. Zwartewatersklooster en Holtru,Buurt 'Verspreide huizen Zwartewatersklooster en Holtrust' (BU01800709) is een buurt in wijk 'Wijk 07 Klooster' in de gemeente 'Staphorst'.
13903,GM0532    ,Stede Broec,Gemeente 'Stede Broec' (GM0532)
13904,WK053201  ,Stede Broec Buitengebied,Wijk 'Stede Broec Buitengebied' (WK053201) is een wijk in de gemeente 'Stede Broec'.
13905,BU05320101,Lutjebroek buitengebied noord,Buurt 'Lutjebroek buitengebied noord' (BU05320101) is een buurt in wijk 'Stede Broec Buitengebied' in de gemeente 'Stede Broec'.
13906,BU05320102,Grootebroek buitengebied noord,Buurt 'Grootebroek buitengebied noord' (BU05320102) is een buurt in wijk 'Stede Broec Buitengebied' in de gemeente 'Stede Broec'.
13907,BU05320103,Bovenkarspel buitengebied noord,Buurt 'Bovenkarspel buitengebied noord' (BU05320103) is een buurt in wijk 'Stede Broec Buitengebied' in de gemeente 'Stede Broec'.
13908,WK053202  ,Stede Broec Noord,Wijk 'Stede Broec Noord' (WK053202) is een wijk in de gemeente 'Stede Broec'.
13909,BU05320201,Lutjebroek,Buurt 'Lutjebroek' (BU05320201) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13910,BU05320202,Oosterweed,Buurt 'Oosterweed' (BU05320202) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13911,BU05320203,Oud Grootebroek,Buurt 'Oud Grootebroek' (BU05320203) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13912,BU05320204,Zesstedenpark,Buurt 'Zesstedenpark' (BU05320204) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13913,BU05320205,Hooge Sluis,Buurt 'Hooge Sluis' (BU05320205) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13914,BU05320206,Noordertocht,Buurt 'Noordertocht' (BU05320206) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13915,BU05320207,Rozeboom,Buurt 'Rozeboom' (BU05320207) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13916,BU05320208,Centrum,Buurt 'Centrum' (BU05320208) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13917,BU05320209,Zuidervoert,Buurt 'Zuidervoert' (BU05320209) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13918,BU05320210,Oud Bovenkarpel,Buurt 'Oud Bovenkarpel' (BU05320210) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13919,BU05320211,CNB,Buurt 'CNB' (BU05320211) is een buurt in wijk 'Stede Broec Noord' in de gemeente 'Stede Broec'.
13920,WK053203  ,Stede Broec Zuid,Wijk 'Stede Broec Zuid' (WK053203) is een wijk in de gemeente 'Stede Broec'.
13921,BU05320301,Lutjebroek buitengebied zuid,Buurt 'Lutjebroek buitengebied zuid' (BU05320301) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13922,BU05320302,Centrale zone Grootebroek,Buurt 'Centrale zone Grootebroek' (BU05320302) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13923,BU05320303,Grootebroek buitengebied zuid,Buurt 'Grootebroek buitengebied zuid' (BU05320303) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13924,BU05320304,Kloosterhof Monniksveld,Buurt 'Kloosterhof Monniksveld' (BU05320304) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13925,BU05320305,Waterweide,Buurt 'Waterweide' (BU05320305) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13926,BU05320306,Oostersluis,Buurt 'Oostersluis' (BU05320306) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13927,BU05320307,Princenhof Grootebroek,Buurt 'Princenhof Grootebroek' (BU05320307) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13928,BU05320308,Princenhof Bovenkarspel,Buurt 'Princenhof Bovenkarspel' (BU05320308) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13929,BU05320309,Centrale zone Bovenkarspel,Buurt 'Centrale zone Bovenkarspel' (BU05320309) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13930,BU05320310,Plan Zuid,Buurt 'Plan Zuid' (BU05320310) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13931,BU05320311,Broekerhaven,Buurt 'Broekerhaven' (BU05320311) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13932,BU05320312,Buitengebied Bovenkarspel zuid,Buurt 'Buitengebied Bovenkarspel zuid' (BU05320312) is een buurt in wijk 'Stede Broec Zuid' in de gemeente 'Stede Broec'.
13933,GM0851    ,Steenbergen,Gemeente 'Steenbergen' (GM0851)
13934,WK085100  ,Wijk 00 Steenbergen,Wijk 'Wijk 00 Steenbergen' (WK085100) is een wijk in de gemeente 'Steenbergen'.
13935,BU08510000,Steenbergen-Centrum,Buurt 'Steenbergen-Centrum' (BU08510000) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13936,BU08510001,Welberg,Buurt 'Welberg' (BU08510001) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13937,BU08510002,Steenbergen-Zuid,Buurt 'Steenbergen-Zuid' (BU08510002) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13938,BU08510003,Steenbergen-Noord,Buurt 'Steenbergen-Noord' (BU08510003) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13939,BU08510004,Industrieterrein Reinierpolder,Buurt 'Industrieterrein Reinierpolder' (BU08510004) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13940,BU08510007,Graaf Hendrik- en Triangelpolder,Buurt 'Graaf Hendrik- en Triangelpolder' (BU08510007) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13941,BU08510008,Westelijke polders,Buurt 'Westelijke polders' (BU08510008) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13942,BU08510009,Het Oudland,Buurt 'Het Oudland' (BU08510009) is een buurt in wijk 'Wijk 00 Steenbergen' in de gemeente 'Steenbergen'.
13943,WK085101  ,Wijk 01 Kruisland,Wijk 'Wijk 01 Kruisland' (WK085101) is een wijk in de gemeente 'Steenbergen'.
13944,BU08510100,Kruisland,Buurt 'Kruisland' (BU08510100) is een buurt in wijk 'Wijk 01 Kruisland' in de gemeente 'Steenbergen'.
13945,BU08510109,Kruislandse polders,Buurt 'Kruislandse polders' (BU08510109) is een buurt in wijk 'Wijk 01 Kruisland' in de gemeente 'Steenbergen'.
13946,WK085102  ,Wijk 02 De Heen,Wijk 'Wijk 02 De Heen' (WK085102) is een wijk in de gemeente 'Steenbergen'.
13947,BU08510200,De Heen,Buurt 'De Heen' (BU08510200) is een buurt in wijk 'Wijk 02 De Heen' in de gemeente 'Steenbergen'.
13948,BU08510209,Heense polders,Buurt 'Heense polders' (BU08510209) is een buurt in wijk 'Wijk 02 De Heen' in de gemeente 'Steenbergen'.
13949,WK085103  ,Wijk 03 Dinteloord,Wijk 'Wijk 03 Dinteloord' (WK085103) is een wijk in de gemeente 'Steenbergen'.
13950,BU08510300,Dinteloord,Buurt 'Dinteloord' (BU08510300) is een buurt in wijk 'Wijk 03 Dinteloord' in de gemeente 'Steenbergen'.
13951,BU08510301,Boompjesdijk,Buurt 'Boompjesdijk' (BU08510301) is een buurt in wijk 'Wijk 03 Dinteloord' in de gemeente 'Steenbergen'.
13952,BU08510308,Verspreide huizen in het Oosten,Buurt 'Verspreide huizen in het Oosten' (BU08510308) is een buurt in wijk 'Wijk 03 Dinteloord' in de gemeente 'Steenbergen'.
13953,BU08510309,Verspreide huizen in het Westen,Buurt 'Verspreide huizen in het Westen' (BU08510309) is een buurt in wijk 'Wijk 03 Dinteloord' in de gemeente 'Steenbergen'.
13954,WK085104  ,Wijk 04 Nieuw-Vossemeer,Wijk 'Wijk 04 Nieuw-Vossemeer' (WK085104) is een wijk in de gemeente 'Steenbergen'.
13955,BU08510400,Nieuw-Vossemeer,Buurt 'Nieuw-Vossemeer' (BU08510400) is een buurt in wijk 'Wijk 04 Nieuw-Vossemeer' in de gemeente 'Steenbergen'.
13956,BU08510409,Verspr.h. waaronder Pelsendijk en Rolaf,Buurt 'Verspreide huizen waaronder Pelsendijk en Rolaf' (BU08510409) is een buurt in wijk 'Wijk 04 Nieuw-Vossemeer' in de gemeente 'Steenbergen'.
13957,GM1708    ,Steenwijkerland,Gemeente 'Steenwijkerland' (GM1708)
13958,WK170800  ,Steenwijk,Wijk 'Steenwijk' (WK170800) is een wijk in de gemeente 'Steenwijkerland'.
13959,BU17080001,Centrum Steenwijk,Buurt 'Centrum Steenwijk' (BU17080001) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13960,BU17080002,Steenwijk West,Buurt 'Steenwijk West' (BU17080002) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13961,BU17080003,Steenwijkerdiep,Buurt 'Steenwijkerdiep' (BU17080003) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13962,BU17080004,Torenlanden,Buurt 'Torenlanden' (BU17080004) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13963,BU17080005,"Oostwijken, De Beitel","Buurt 'Oostwijken, De Beitel' (BU17080005) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'."
13964,BU17080006,Clingenborgh,Buurt 'Clingenborgh' (BU17080006) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13965,BU17080007,Dolderkanaal,Buurt 'Dolderkanaal' (BU17080007) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13966,BU17080008,Woldmeenthe,Buurt 'Woldmeenthe' (BU17080008) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13967,BU17080009,Oostermeenthe,Buurt 'Oostermeenthe' (BU17080009) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13968,BU17080010,Meentherand,Buurt 'Meentherand' (BU17080010) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13969,BU17080011,Nieuwe gagels,Buurt 'Nieuwe gagels' (BU17080011) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13970,BU17080012,De gagels,Buurt 'De gagels' (BU17080012) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13971,BU17080014,Groot Verlaat,Buurt 'Groot Verlaat' (BU17080014) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13972,BU17080028,Eeserwold,Buurt 'Eeserwold' (BU17080028) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13973,BU17080029,Paddenpoel en Kornputkwartier,Buurt 'Paddenpoel en Kornputkwartier' (BU17080029) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13974,BU17080030,Buitengebied Steenwijk,Buurt 'Buitengebied Steenwijk' (BU17080030) is een buurt in wijk 'Steenwijk' in de gemeente 'Steenwijkerland'.
13975,WK170802  ,Oldemarkt,Wijk 'Oldemarkt' (WK170802) is een wijk in de gemeente 'Steenwijkerland'.
13976,BU17080200,Oldemarkt,Buurt 'Oldemarkt' (BU17080200) is een buurt in wijk 'Oldemarkt' in de gemeente 'Steenwijkerland'.
13977,BU17080201,De Boterberg,Buurt 'De Boterberg' (BU17080201) is een buurt in wijk 'Oldemarkt' in de gemeente 'Steenwijkerland'.
13978,BU17080209,Verspreide huizen Oldemarkt,Buurt 'Verspreide huizen Oldemarkt' (BU17080209) is een buurt in wijk 'Oldemarkt' in de gemeente 'Steenwijkerland'.
13979,WK170803  ,Kalenberg,Wijk 'Kalenberg' (WK170803) is een wijk in de gemeente 'Steenwijkerland'.
13980,BU17080300,Kalenberg,Buurt 'Kalenberg' (BU17080300) is een buurt in wijk 'Kalenberg' in de gemeente 'Steenwijkerland'.
13981,BU17080309,Verspreide huizen Kalenberg,Buurt 'Verspreide huizen Kalenberg' (BU17080309) is een buurt in wijk 'Kalenberg' in de gemeente 'Steenwijkerland'.
13982,WK170804  ,Kuinre,Wijk 'Kuinre' (WK170804) is een wijk in de gemeente 'Steenwijkerland'.
13983,BU17080400,Kuinre,Buurt 'Kuinre' (BU17080400) is een buurt in wijk 'Kuinre' in de gemeente 'Steenwijkerland'.
13984,BU17080408,Verspr.h. Lindedijk en Rondebroek,Buurt 'Verspreide huizen Lindedijk en Rondebroek' (BU17080408) is een buurt in wijk 'Kuinre' in de gemeente 'Steenwijkerland'.
13985,BU17080409,Verspreide huizen Kuinre,Buurt 'Verspreide huizen Kuinre' (BU17080409) is een buurt in wijk 'Kuinre' in de gemeente 'Steenwijkerland'.
13986,WK170805  ,Blankenham,Wijk 'Blankenham' (WK170805) is een wijk in de gemeente 'Steenwijkerland'.
13987,BU17080500,Kerkbuurt,Buurt 'Kerkbuurt' (BU17080500) is een buurt in wijk 'Blankenham' in de gemeente 'Steenwijkerland'.
13988,BU17080501,Dijkdorp Blankenham,Buurt 'Dijkdorp Blankenham' (BU17080501) is een buurt in wijk 'Blankenham' in de gemeente 'Steenwijkerland'.
13989,BU17080509,Buitengebied Blankenham,Buurt 'Buitengebied Blankenham' (BU17080509) is een buurt in wijk 'Blankenham' in de gemeente 'Steenwijkerland'.
13990,WK170806  ,Scheerwolde,Wijk 'Scheerwolde' (WK170806) is een wijk in de gemeente 'Steenwijkerland'.
13991,BU17080600,Scheerwolde,Buurt 'Scheerwolde' (BU17080600) is een buurt in wijk 'Scheerwolde' in de gemeente 'Steenwijkerland'.
13992,BU17080608,Verspr.h. polder Gelderingen IJsselham,Buurt 'Verspreide huizen polder Gelderingen IJsselham' (BU17080608) is een buurt in wijk 'Scheerwolde' in de gemeente 'Steenwijkerland'.
13993,BU17080609,Verspr.h. Scheerwolde en Wetering,Buurt 'Verspreide huizen Scheerwolde en Wetering' (BU17080609) is een buurt in wijk 'Scheerwolde' in de gemeente 'Steenwijkerland'.
13994,WK170807  ,Vollenhove,Wijk 'Vollenhove' (WK170807) is een wijk in de gemeente 'Steenwijkerland'.
13995,BU17080700,Vollenhove,Buurt 'Vollenhove' (BU17080700) is een buurt in wijk 'Vollenhove' in de gemeente 'Steenwijkerland'.
13996,BU17080701,Moespot-Leeuwte,Buurt 'Moespot-Leeuwte' (BU17080701) is een buurt in wijk 'Vollenhove' in de gemeente 'Steenwijkerland'.
13997,BU17080702,Schaarkampen,Buurt 'Schaarkampen' (BU17080702) is een buurt in wijk 'Vollenhove' in de gemeente 'Steenwijkerland'.
13998,BU17080709,Verspreide huizen Vollenhove,Buurt 'Verspreide huizen Vollenhove' (BU17080709) is een buurt in wijk 'Vollenhove' in de gemeente 'Steenwijkerland'.
13999,WK170808  ,Sint Jansklooster,Wijk 'Sint Jansklooster' (WK170808) is een wijk in de gemeente 'Steenwijkerland'.
14000,BU17080800,Sint Jansklooster,Buurt 'Sint Jansklooster' (BU17080800) is een buurt in wijk 'Sint Jansklooster' in de gemeente 'Steenwijkerland'.
14001,BU17080808,Verspreide huizen Sint Jansklooster,Buurt 'Verspreide huizen Sint Jansklooster' (BU17080808) is een buurt in wijk 'Sint Jansklooster' in de gemeente 'Steenwijkerland'.
14002,BU17080809,Verspreide huizen Leeuwte (gedeeltelijk),Buurt 'Verspreide huizen Leeuwte (gedeeltelijk)' (BU17080809) is een buurt in wijk 'Sint Jansklooster' in de gemeente 'Steenwijkerland'.
14003,BU17080810,Tussen Sint Jans Klooster en Heetveld,Buurt 'Tussen Sint Jans Klooster en Heetveld' (BU17080810) is een buurt in wijk 'Sint Jansklooster' in de gemeente 'Steenwijkerland'.
14004,BU17080811,Heetveld,Buurt 'Heetveld' (BU17080811) is een buurt in wijk 'Sint Jansklooster' in de gemeente 'Steenwijkerland'.
14005,BU17080812,Verspreide huizen Kadoelen en omgeving,Buurt 'Verspreide huizen Kadoelen en omgeving' (BU17080812) is een buurt in wijk 'Sint Jansklooster' in de gemeente 'Steenwijkerland'.
14006,BU17080813,Verspreide huizen Barsbeek,Buurt 'Verspreide huizen Barsbeek' (BU17080813) is een buurt in wijk 'Sint Jansklooster' in de gemeente 'Steenwijkerland'.
14007,WK170810  ,Belt-Schutsloot,Wijk 'Belt-Schutsloot' (WK170810) is een wijk in de gemeente 'Steenwijkerland'.
14008,BU17081000,Belt-Schutsloot,Buurt 'Belt-Schutsloot' (BU17081000) is een buurt in wijk 'Belt-Schutsloot' in de gemeente 'Steenwijkerland'.
14009,BU17081001,Buitengebied Belt Schutsloot,Buurt 'Buitengebied Belt Schutsloot' (BU17081001) is een buurt in wijk 'Belt-Schutsloot' in de gemeente 'Steenwijkerland'.
14010,WK170811  ,Wanneperveen,Wijk 'Wanneperveen' (WK170811) is een wijk in de gemeente 'Steenwijkerland'.
14011,BU17081100,Wanneperveen,Buurt 'Wanneperveen' (BU17081100) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
14012,BU17081102,Blauwehand,Buurt 'Blauwehand' (BU17081102) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
14013,BU17081103,Buitengebied Wanneperveen,Buurt 'Buitengebied Wanneperveen' (BU17081103) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
14014,BU17081104,Ronduite,Buurt 'Ronduite' (BU17081104) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
14015,BU17081105,Dinxterveen,Buurt 'Dinxterveen' (BU17081105) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
14016,BU17081106,Roekebos,Buurt 'Roekebos' (BU17081106) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
14017,BU17081107,Klosse,Buurt 'Klosse' (BU17081107) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
14018,BU17081108,Verspreide huizen Zomerdijk,Buurt 'Verspreide huizen Zomerdijk' (BU17081108) is een buurt in wijk 'Wanneperveen' in de gemeente 'Steenwijkerland'.
